"inventory_id","store_id","product_id","quantity","min_stock_level","last_restock_date","next_restock_date","month","year"
1,1,1,60,35,"2021-08-30","2021-09-01",9,2021
2,1,2,11,22,"2021-08-21","2021-09-05",9,2021
3,1,3,101,45,"2021-08-07","2021-09-04",9,2021
4,1,4,37,36,"2021-08-25","2021-09-05",9,2021
5,1,5,12,30,"2021-08-12","2021-09-12",9,2021
6,1,6,124,24,"2021-08-24","2021-09-10",9,2021
7,1,7,200,39,"2021-08-30","2021-09-12",9,2021
8,1,8,51,18,"2021-08-25","2021-09-09",9,2021
9,1,9,83,36,"2021-08-13","2021-09-04",9,2021
10,1,10,23,30,"2021-08-30","2021-09-03",9,2021
11,1,11,150,25,"2021-08-21","2021-09-11",9,2021
12,1,12,89,18,"2021-08-03","2021-09-04",9,2021
13,1,13,163,49,"2021-08-04","2021-09-13",9,2021
14,1,14,133,35,"2021-08-26","2021-09-15",9,2021
15,1,15,197,50,"2021-08-26","2021-09-15",9,2021
16,1,16,144,28,"2021-08-08","2021-09-12",9,2021
17,1,17,25,16,"2021-08-11","2021-09-14",9,2021
18,1,18,27,56,"2021-08-26","2021-09-09",9,2021
19,1,19,134,59,"2021-08-03","2021-09-07",9,2021
20,1,20,104,58,"2021-08-06","2021-09-12",9,2021
21,1,21,76,45,"2021-08-30","2021-09-15",9,2021
22,1,22,145,60,"2021-08-02","2021-09-05",9,2021
23,1,23,103,52,"2021-08-14","2021-09-05",9,2021
24,1,24,65,33,"2021-08-13","2021-09-02",9,2021
25,1,25,74,34,"2021-08-14","2021-09-08",9,2021
26,1,26,199,48,"2021-08-13","2021-09-14",9,2021
27,1,27,21,41,"2021-08-29","2021-09-08",9,2021
28,1,28,176,13,"2021-08-24","2021-09-01",9,2021
29,1,29,75,12,"2021-08-10","2021-09-06",9,2021
30,1,30,135,45,"2021-08-14","2021-09-13",9,2021
31,1,31,28,33,"2021-08-04","2021-09-08",9,2021
32,1,32,69,35,"2021-08-07","2021-09-12",9,2021
33,1,33,124,37,"2021-08-05","2021-09-11",9,2021
34,1,34,124,43,"2021-08-04","2021-09-02",9,2021
35,1,35,86,18,"2021-08-08","2021-09-14",9,2021
36,1,36,1,37,"2021-08-08","2021-09-14",9,2021
37,1,37,62,16,"2021-08-27","2021-09-05",9,2021
38,1,38,121,36,"2021-08-16","2021-09-12",9,2021
39,1,39,174,39,"2021-08-27","2021-09-12",9,2021
40,1,40,118,30,"2021-08-02","2021-09-03",9,2021
41,1,41,109,49,"2021-08-30","2021-09-03",9,2021
42,1,42,7,11,"2021-08-11","2021-09-08",9,2021
43,1,43,2,29,"2021-08-03","2021-09-02",9,2021
44,1,44,40,39,"2021-08-26","2021-09-04",9,2021
45,1,45,84,40,"2021-08-23","2021-09-12",9,2021
46,1,46,113,38,"2021-08-08","2021-09-05",9,2021
47,1,47,65,14,"2021-08-24","2021-09-08",9,2021
48,1,48,102,40,"2021-08-23","2021-09-04",9,2021
