"sale_id","sale_datetime","store_id","customer_id","total_amount","discount_amount","final_amount","payment_method","tax_amount","net_amount","loyalty_points_earned"
1,"2022-06-07 10:24:00",14,100261,4519,677.85,3841.15,"Mobile Wallet",653.0,4494.15,38
2,"2022-06-18 11:42:00",17,101095,138358,0.0,138358.0,"Cash",23520.86,161878.86,1383
3,"2022-06-10 19:43:00",13,100217,8831,1324.65,7506.35,"Cash",1276.08,8782.43,75
4,"2022-06-15 12:03:00",16,100119,1932,483.0,1449.0,"Mobile Wallet",246.33,1695.33,14
5,"2022-06-30 17:21:00",12,100238,3395,0.0,3395.0,"Credit Card",577.15,3972.15,33
6,"2022-06-01 13:18:00",2,100126,1914,287.1,1626.9,"Mobile Wallet",276.57,1903.47,16
7,"2022-06-21 11:54:00",6,100199,1459,0.0,1459.0,"Credit Card",248.03,1707.03,14
8,"2022-06-25 16:49:00",10,101385,6263,0.0,6263.0,"Bank Transfer",1064.71,7327.71,62
9,"2022-06-06 12:00:00",15,100388,1370,0.0,1370.0,"Debit Card",232.9,1602.9,13
10,"2022-06-17 19:09:00",13,100697,2025,0.0,2025.0,"Cash",344.25,2369.25,20
11,"2022-06-24 16:56:00",11,100534,58930,0.0,58930.0,"Mobile Wallet",10018.1,68948.1,589
12,"2022-06-16 18:46:00",17,100304,11659,1165.9,10493.1,"Bank Transfer",1783.83,12276.93,104
13,"2022-06-23 13:40:00",4,100646,3331,333.1,2997.9,"Mobile Wallet",509.64,3507.54,29
14,"2022-06-23 17:05:00",12,100740,3035,0.0,3035.0,"Credit Card",515.95,3550.95,30
15,"2022-06-10 10:03:00",8,100312,107129,10712.9,96416.1,"Bank Transfer",16390.74,112806.84,964
16,"2022-06-08 19:10:00",15,100423,40340,0.0,40340.0,"Debit Card",6857.8,47197.8,403
17,"2022-06-09 13:15:00",5,101201,1533,306.6,1226.4,"Debit Card",208.49,1434.89,12
18,"2022-06-13 15:35:00",5,100904,850,85.0,765.0,"Credit Card",130.05,895.05,7
19,"2022-06-24 18:10:00",11,100457,6350,0.0,6350.0,"Debit Card",1079.5,7429.5,63
20,"2022-06-06 13:52:00",18,100882,62935,0.0,62935.0,"Mobile Wallet",10698.95,73633.95,629
21,"2022-06-03 11:05:00",3,100420,24827,0.0,24827.0,"Credit Card",4220.59,29047.59,248
22,"2022-06-28 18:59:00",7,100018,3048,152.4,2895.6,"Bank Transfer",492.25,3387.85,28
23,"2022-06-14 19:49:00",19,100308,13565,0.0,13565.0,"Debit Card",2306.05,15871.05,135
24,"2022-06-24 19:15:00",2,100768,159275,0.0,159275.0,"Cash",27076.75,186351.75,1592
25,"2022-06-11 20:08:00",14,100076,7926,0.0,7926.0,"Bank Transfer",1347.42,9273.42,79
26,"2022-06-17 18:26:00",5,100369,600,30.0,570.0,"Mobile Wallet",96.9,666.9,5
27,"2022-06-18 20:28:00",6,100352,5039,0.0,5039.0,"Credit Card",856.63,5895.63,50
28,"2022-06-15 12:16:00",18,101394,68121,0.0,68121.0,"Debit Card",11580.57,79701.57,681
29,"2022-06-21 20:55:00",12,100288,14183,0.0,14183.0,"Credit Card",2411.11,16594.11,141
