"sale_id","sale_datetime","store_id","customer_id","total_amount","discount_amount","final_amount","payment_method","tax_amount","net_amount","loyalty_points_earned"
1,"2022-07-23 16:36:00",7,100029,52108,0.0,52108.0,"Credit Card",8858.36,60966.36,521
2,"2022-07-24 20:05:00",15,100599,4593,229.65,4363.35,"Mobile Wallet",741.77,5105.12,43
3,"2022-07-08 16:29:00",3,100072,2033,0.0,2033.0,"Credit Card",345.61,2378.61,20
4,"2022-07-09 09:06:00",17,100392,300,0.0,300.0,"Bank Transfer",51.0,351.0,3
5,"2022-07-20 10:18:00",8,100174,90800,0.0,90800.0,"Cash",15436.0,106236.0,908
6,"2022-07-18 17:09:00",4,100382,3624,0.0,3624.0,"Mobile Wallet",616.08,4240.08,36
7,"2022-07-11 16:44:00",6,100611,1064,0.0,1064.0,"Bank Transfer",180.88,1244.88,10
8,"2022-07-24 20:56:00",6,100048,135023,33755.75,101267.25,"Cash",17215.43,118482.68,1012
9,"2022-07-27 14:41:00",15,100840,78278,0.0,78278.0,"Mobile Wallet",13307.26,91585.26,782
10,"2022-07-24 18:27:00",14,100298,8597,0.0,8597.0,"Cash",1461.49,10058.49,85
11,"2022-07-01 18:28:00",7,100568,72280,3614.0,68666.0,"Mobile Wallet",11673.22,80339.22,686
12,"2022-07-30 13:06:00",17,100658,189,18.9,170.1,"Mobile Wallet",28.92,199.02,1
13,"2022-07-31 16:31:00",13,100224,190495,0.0,190495.0,"Mobile Wallet",32384.15,222879.15,1904
14,"2022-07-28 09:21:00",5,100543,10545,527.25,10017.75,"Mobile Wallet",1703.02,11720.77,100
15,"2022-07-02 18:58:00",1,101340,57870,0.0,57870.0,"Mobile Wallet",9837.9,67707.9,578
16,"2022-07-31 13:54:00",11,100652,979,146.85,832.15,"Debit Card",141.47,973.62,8
17,"2022-07-15 18:47:00",18,101166,3511,0.0,3511.0,"Credit Card",596.87,4107.87,35
18,"2022-07-10 16:30:00",12,101354,5989,0.0,5989.0,"Debit Card",1018.13,7007.13,59
19,"2022-07-28 20:10:00",17,100166,21114,0.0,21114.0,"Debit Card",3589.38,24703.38,211
20,"2022-07-04 20:04:00",9,100094,167199,16719.9,150479.1,"Debit Card",25581.45,176060.55,1504
21,"2022-07-30 12:47:00",2,101034,57707,5770.7,51936.3,"Debit Card",8829.17,60765.47,519
22,"2022-07-28 18:22:00",16,100056,1400,210.0,1190.0,"Bank Transfer",202.3,1392.3,11
23,"2022-07-23 18:53:00",4,100678,1754,175.4,1578.6,"Bank Transfer",268.36,1846.96,15
24,"2022-07-24 10:13:00",2,100777,4968,0.0,4968.0,"Debit Card",844.56,5812.56,49
25,"2022-07-29 15:01:00",5,100537,87228,17445.6,69782.4,"Mobile Wallet",11863.01,81645.41,697
26,"2022-07-18 18:55:00",8,101359,20198,0.0,20198.0,"Mobile Wallet",3433.66,23631.66,201
27,"2022-07-09 14:06:00",19,101410,1054,158.1,895.9,"Cash",152.3,1048.2,8
28,"2022-07-18 12:27:00",2,100709,6675,333.75,6341.25,"Debit Card",1078.01,7419.26,63
29,"2022-07-27 18:40:00",9,101232,1679,0.0,1679.0,"Credit Card",285.43,1964.43,16
30,"2022-07-10 17:30:00",10,100883,3809,952.25,2856.75,"Cash",485.65,3342.4,28
31,"2022-07-10 13:50:00",10,100121,6651,0.0,6651.0,"Bank Transfer",1130.67,7781.67,66
32,"2022-07-16 13:54:00",12,100494,3470,0.0,3470.0,"Debit Card",589.9,4059.9,34
33,"2022-07-01 10:26:00",8,101200,99175,4958.75,94216.25,"Credit Card",16016.76,110233.01,942
34,"2022-07-18 20:07:00",1,100512,39300,0.0,39300.0,"Mobile Wallet",6681.0,45981.0,393
35,"2022-07-28 12:55:00",13,100408,20434,0.0,20434.0,"Credit Card",3473.78,23907.78,204
36,"2022-07-22 20:24:00",14,100925,3455,0.0,3455.0,"Mobile Wallet",587.35,4042.35,34
37,"2022-07-14 18:47:00",16,101421,16402,0.0,16402.0,"Credit Card",2788.34,19190.34,164
38,"2022-07-28 17:08:00",9,101262,117,0.0,117.0,"Debit Card",19.89,136.89,1
39,"2022-07-16 19:02:00",4,100908,269,13.45,255.55,"Credit Card",43.44,298.99,2
40,"2022-07-08 17:31:00",12,100670,69610,6961.0,62649.0,"Cash",10650.33,73299.33,626
41,"2022-07-27 12:39:00",13,100810,809,0.0,809.0,"Debit Card",137.53,946.53,8
42,"2022-07-23 17:25:00",19,100204,439,0.0,439.0,"Debit Card",74.63,513.63,4
43,"2022-07-26 18:24:00",18,100357,5355,0.0,5355.0,"Credit Card",910.35,6265.35,53
44,"2022-07-01 09:16:00",4,100818,159756,0.0,159756.0,"Credit Card",27158.52,186914.52,1597
45,"2022-07-06 19:30:00",10,100312,1911,95.55,1815.45,"Mobile Wallet",308.63,2124.08,18
46,"2022-07-31 17:20:00",13,101409,3301,165.05,3135.95,"Cash",533.11,3669.06,31
47,"2022-07-30 18:56:00",15,100164,261167,0.0,261167.0,"Mobile Wallet",44398.39,305565.39,2611
48,"2022-07-17 17:36:00",5,100783,6369,0.0,6369.0,"Debit Card",1082.73,7451.73,63
49,"2022-07-02 11:39:00",18,101231,137495,20624.25,116870.75,"Mobile Wallet",19868.03,136738.78,1168
50,"2022-07-02 12:04:00",16,100879,2775,0.0,2775.0,"Credit Card",471.75,3246.75,27
51,"2022-07-11 18:18:00",15,100865,1439,0.0,1439.0,"Debit Card",244.63,1683.63,14
52,"2022-07-12 12:27:00",1,100199,94289,0.0,94289.0,"Mobile Wallet",16029.13,110318.13,942
53,"2022-07-09 19:10:00",18,100850,31588,1579.4,30008.6,"Mobile Wallet",5101.46,35110.06,300
54,"2022-07-25 11:58:00",19,100805,1228,0.0,1228.0,"Bank Transfer",208.76,1436.76,12
55,"2022-07-09 17:11:00",13,100909,22796,0.0,22796.0,"Credit Card",3875.32,26671.32,227
56,"2022-07-11 17:54:00",12,101066,13540,0.0,13540.0,"Debit Card",2301.8,15841.8,135
57,"2022-07-14 09:19:00",8,100733,3650,0.0,3650.0,"Cash",620.5,4270.5,36
