"inventory_id","store_id","product_id","quantity","min_stock_level","last_restock_date","next_restock_date","month","year"
1,1,1,12,14,"2021-12-03","2022-01-08",1,2022
2,1,2,43,49,"2021-12-30","2022-01-12",1,2022
3,1,3,59,26,"2021-12-10","2022-01-03",1,2022
4,1,4,179,31,"2021-12-02","2022-01-10",1,2022
5,1,5,197,25,"2021-12-03","2022-01-07",1,2022
6,1,6,142,24,"2021-12-02","2022-01-08",1,2022
7,1,7,25,34,"2021-12-21","2022-01-02",1,2022
8,1,8,80,50,"2021-12-10","2022-01-10",1,2022
9,1,9,14,15,"2021-12-29","2022-01-08",1,2022
10,1,10,174,24,"2021-12-05","2022-01-11",1,2022
11,1,11,122,29,"2021-12-20","2022-01-05",1,2022
12,1,12,168,18,"2021-12-06","2022-01-02",1,2022
13,1,13,41,33,"2021-12-14","2022-01-03",1,2022
14,1,14,28,10,"2021-12-07","2022-01-15",1,2022
15,1,15,30,21,"2021-12-08","2022-01-03",1,2022
16,1,16,39,27,"2021-12-28","2022-01-13",1,2022
17,1,17,142,48,"2021-12-25","2022-01-15",1,2022
18,1,18,136,52,"2021-12-10","2022-01-14",1,2022
19,1,19,34,39,"2021-12-25","2022-01-13",1,2022
20,1,20,92,46,"2021-12-28","2022-01-10",1,2022
21,1,21,143,30,"2021-12-24","2022-01-01",1,2022
22,1,22,101,54,"2021-12-28","2022-01-10",1,2022
23,1,23,71,58,"2021-12-07","2022-01-04",1,2022
24,1,24,145,35,"2021-12-25","2022-01-13",1,2022
25,1,25,33,35,"2021-12-05","2022-01-13",1,2022
26,1,26,70,34,"2021-12-21","2022-01-03",1,2022
27,1,27,192,25,"2021-12-10","2022-01-01",1,2022
28,1,28,190,37,"2021-12-07","2022-01-04",1,2022
29,1,29,66,27,"2021-12-24","2022-01-09",1,2022
30,1,30,1,50,"2021-12-11","2022-01-14",1,2022
31,1,31,158,30,"2021-12-19","2022-01-09",1,2022
32,1,32,164,18,"2021-12-25","2022-01-13",1,2022
33,1,33,166,30,"2021-12-02","2022-01-14",1,2022
34,1,34,129,27,"2021-12-13","2022-01-04",1,2022
35,1,35,130,18,"2021-12-18","2022-01-13",1,2022
36,1,36,103,12,"2021-12-04","2022-01-10",1,2022
37,1,37,161,14,"2021-12-05","2022-01-04",1,2022
38,1,38,196,34,"2021-12-03","2022-01-11",1,2022
39,1,39,168,11,"2021-12-20","2022-01-08",1,2022
40,1,40,25,43,"2021-12-18","2022-01-15",1,2022
41,1,41,28,39,"2021-12-18","2022-01-13",1,2022
42,1,42,19,28,"2021-12-19","2022-01-02",1,2022
43,1,43,178,34,"2021-12-22","2022-01-01",1,2022
44,1,44,34,20,"2021-12-02","2022-01-09",1,2022
45,1,45,33,25,"2021-12-13","2022-01-14",1,2022
46,1,46,120,31,"2021-12-22","2022-01-08",1,2022
47,1,47,143,44,"2021-12-27","2022-01-07",1,2022
48,1,48,16,15,"2021-12-18","2022-01-13",1,2022
49,1,49,128,13,"2021-12-20","2022-01-11",1,2022
50,1,50,16,12,"2021-12-23","2022-01-03",1,2022
51,1,51,12,38,"2021-12-21","2022-01-09",1,2022
52,1,52,18,14,"2021-12-17","2022-01-03",1,2022
53,1,53,194,43,"2021-12-27","2022-01-09",1,2022
54,1,54,121,16,"2021-12-14","2022-01-14",1,2022
55,1,55,77,39,"2021-12-21","2022-01-02",1,2022
56,1,56,58,19,"2021-12-24","2022-01-01",1,2022
57,1,57,170,47,"2021-12-29","2022-01-09",1,2022
58,1,58,198,28,"2021-12-28","2022-01-12",1,2022
59,1,59,23,29,"2021-12-16","2022-01-06",1,2022
60,1,60,139,12,"2021-12-15","2022-01-07",1,2022
61,1,61,167,44,"2021-12-11","2022-01-10",1,2022
62,1,62,124,46,"2021-12-09","2022-01-04",1,2022
63,1,63,34,28,"2021-12-12","2022-01-03",1,2022
64,1,64,51,37,"2021-12-03","2022-01-11",1,2022
65,1,65,145,42,"2021-12-27","2022-01-09",1,2022
66,1,66,3,40,"2021-12-12","2022-01-09",1,2022
67,1,67,146,16,"2021-12-26","2022-01-07",1,2022
68,1,68,57,21,"2021-12-11","2022-01-11",1,2022
69,1,69,91,39,"2021-12-06","2022-01-06",1,2022
70,1,70,111,22,"2021-12-06","2022-01-06",1,2022
71,1,71,127,48,"2021-12-25","2022-01-08",1,2022
72,1,72,125,36,"2021-12-27","2022-01-13",1,2022
73,1,73,187,49,"2021-12-07","2022-01-14",1,2022
74,1,74,167,27,"2021-12-03","2022-01-15",1,2022
75,1,75,24,49,"2021-12-25","2022-01-12",1,2022
76,1,76,16,13,"2021-12-13","2022-01-02",1,2022
77,1,77,7,27,"2021-12-27","2022-01-12",1,2022
