"inventory_id","store_id","product_id","quantity","min_stock_level","last_restock_date","next_restock_date","month","year"
1,1,1,30,50,"2022-09-26","2022-10-11",10,2022
2,1,2,1,29,"2022-09-17","2022-10-13",10,2022
3,1,3,62,40,"2022-09-24","2022-10-03",10,2022
4,1,4,48,47,"2022-09-09","2022-10-06",10,2022
5,1,5,104,30,"2022-09-17","2022-10-08",10,2022
6,1,6,154,18,"2022-09-16","2022-10-03",10,2022
7,1,7,97,39,"2022-09-10","2022-10-02",10,2022
8,1,8,147,24,"2022-09-06","2022-10-14",10,2022
9,1,9,35,48,"2022-09-06","2022-10-11",10,2022
10,1,10,4,12,"2022-09-21","2022-10-12",10,2022
11,1,11,43,20,"2022-09-12","2022-10-10",10,2022
12,1,12,97,15,"2022-09-10","2022-10-01",10,2022
13,1,13,38,42,"2022-09-16","2022-10-01",10,2022
14,1,14,118,16,"2022-09-01","2022-10-08",10,2022
15,1,15,129,12,"2022-09-21","2022-10-15",10,2022
16,1,16,2,32,"2022-09-26","2022-10-03",10,2022
17,1,17,143,35,"2022-09-01","2022-10-13",10,2022
18,1,18,138,30,"2022-09-05","2022-10-05",10,2022
19,1,19,52,41,"2022-09-07","2022-10-08",10,2022
20,1,20,86,50,"2022-09-23","2022-10-09",10,2022
21,1,21,134,32,"2022-09-12","2022-10-12",10,2022
22,1,22,112,59,"2022-09-05","2022-10-03",10,2022
23,1,23,53,54,"2022-09-01","2022-10-01",10,2022
24,1,24,102,36,"2022-09-15","2022-10-05",10,2022
25,1,25,33,31,"2022-09-11","2022-10-11",10,2022
26,1,26,127,27,"2022-09-14","2022-10-06",10,2022
27,1,27,100,23,"2022-09-19","2022-10-09",10,2022
28,1,28,97,45,"2022-09-20","2022-10-14",10,2022
29,1,29,87,13,"2022-09-23","2022-10-14",10,2022
30,1,30,38,15,"2022-09-23","2022-10-01",10,2022
31,1,31,167,38,"2022-09-25","2022-10-07",10,2022
32,1,32,157,43,"2022-09-18","2022-10-11",10,2022
