"sale_id","sale_datetime","store_id","customer_id","total_amount","discount_amount","final_amount","payment_method","tax_amount","net_amount","loyalty_points_earned"
1,"2022-12-09 18:29:00",16,100015,1803,0.0,1803.0,"Bank Transfer",306.51,2109.51,18
2,"2022-12-03 11:00:00",16,100324,4983,249.15,4733.85,"Bank Transfer",804.75,5538.6,47
3,"2022-12-31 16:33:00",1,101347,2558,511.6,2046.4,"Cash",347.89,2394.29,20
4,"2022-12-14 19:20:00",3,100801,2460,0.0,2460.0,"Cash",418.2,2878.2,24
5,"2022-12-14 14:45:00",13,101231,72319,0.0,72319.0,"Mobile Wallet",12294.23,84613.23,723
6,"2022-12-27 18:29:00",12,100777,3456,691.2,2764.8,"Mobile Wallet",470.02,3234.82,27
7,"2022-12-31 12:35:00",6,100952,549,137.25,411.75,"Cash",70.0,481.75,4
8,"2022-12-26 14:03:00",5,100715,13954,0.0,13954.0,"Debit Card",2372.18,16326.18,139
9,"2022-12-01 19:44:00",10,101410,1104,110.4,993.6,"Mobile Wallet",168.91,1162.51,9
10,"2022-12-27 13:03:00",10,100875,3775,0.0,3775.0,"Mobile Wallet",641.75,4416.75,37
11,"2022-12-16 12:24:00",7,100511,13418,0.0,13418.0,"Bank Transfer",2281.06,15699.06,134
12,"2022-12-19 12:02:00",15,100307,4552,0.0,4552.0,"Mobile Wallet",773.84,5325.84,45
13,"2022-12-16 18:06:00",1,100431,7620,0.0,7620.0,"Bank Transfer",1295.4,8915.4,76
14,"2022-12-30 18:23:00",17,100045,3436,0.0,3436.0,"Cash",584.12,4020.12,34
15,"2022-12-16 11:00:00",7,100190,19095,2864.25,16230.75,"Debit Card",2759.23,18989.98,162
16,"2022-12-12 10:12:00",10,101228,9956,497.8,9458.2,"Cash",1607.89,11066.09,94
17,"2022-12-30 17:25:00",2,101070,5547,0.0,5547.0,"Debit Card",942.99,6489.99,55
18,"2022-12-10 13:14:00",9,100557,769,0.0,769.0,"Cash",130.73,899.73,7
19,"2022-12-23 15:47:00",2,101101,535,26.75,508.25,"Mobile Wallet",86.4,594.65,5
20,"2022-12-24 16:15:00",2,100600,230,0.0,230.0,"Cash",39.1,269.1,2
21,"2022-12-08 13:34:00",18,100124,1382,0.0,1382.0,"Bank Transfer",234.94,1616.94,13
22,"2022-12-12 17:51:00",8,101025,12274,0.0,12274.0,"Credit Card",2086.58,14360.58,122
23,"2022-12-31 19:08:00",3,101262,11155,557.75,10597.25,"Bank Transfer",1801.53,12398.78,105
24,"2022-12-18 11:42:00",15,100392,334679,0.0,334679.0,"Credit Card",56895.43,391574.43,3346
25,"2022-12-19 14:39:00",4,101409,1146,171.9,974.1,"Bank Transfer",165.6,1139.7,9
26,"2022-12-02 17:26:00",19,100564,25205,0.0,25205.0,"Mobile Wallet",4284.85,29489.85,252
27,"2022-12-13 12:11:00",12,100866,5097,1019.4,4077.6,"Mobile Wallet",693.19,4770.79,40
28,"2022-12-23 17:54:00",9,100981,2621,0.0,2621.0,"Bank Transfer",445.57,3066.57,26
29,"2022-12-21 14:13:00",5,100374,40269,0.0,40269.0,"Mobile Wallet",6845.73,47114.73,402
30,"2022-12-03 17:37:00",19,101115,540,0.0,540.0,"Mobile Wallet",91.8,631.8,5
31,"2022-12-10 17:42:00",4,100853,20416,1020.8,19395.2,"Bank Transfer",3297.18,22692.38,193
32,"2022-12-17 16:42:00",17,100639,8740,1748.0,6992.0,"Credit Card",1188.64,8180.64,69
33,"2022-12-02 16:46:00",10,100820,118648,17797.2,100850.8,"Credit Card",17144.64,117995.44,1008
34,"2022-12-13 16:03:00",8,100406,1090,54.5,1035.5,"Credit Card",176.04,1211.53,10
35,"2022-12-07 17:55:00",4,100587,41353,2067.65,39285.35,"Mobile Wallet",6678.51,45963.86,392
36,"2022-12-17 20:54:00",2,100699,112094,5604.7,106489.3,"Cash",18103.18,124592.48,1064
37,"2022-12-31 16:08:00",17,100872,15790,2368.5,13421.5,"Cash",2281.66,15703.16,134
38,"2022-12-18 14:39:00",8,100200,1385,0.0,1385.0,"Bank Transfer",235.45,1620.45,13
39,"2022-12-16 19:02:00",14,100397,3493,873.25,2619.75,"Credit Card",445.36,3065.11,26
40,"2022-12-30 10:33:00",4,100557,1770,0.0,1770.0,"Debit Card",300.9,2070.9,17
41,"2022-12-27 18:07:00",6,100585,5792,289.6,5502.4,"Credit Card",935.41,6437.81,55
42,"2022-12-31 17:40:00",6,100634,58319,0.0,58319.0,"Credit Card",9914.23,68233.23,583
43,"2022-12-31 19:03:00",17,100672,3061,0.0,3061.0,"Bank Transfer",520.37,3581.37,30
44,"2022-12-31 16:16:00",10,100321,80,0.0,80.0,"Bank Transfer",13.6,93.6,0
