"sale_id","sale_datetime","store_id","customer_id","total_amount","discount_amount","final_amount","payment_method","tax_amount","net_amount","loyalty_points_earned"
1,"2021-04-08 12:18:00",14,101103,4980,249.0,4731.0,"Cash",804.27,5535.27,47
2,"2021-04-07 19:45:00",11,100864,1708,0.0,1708.0,"Cash",290.36,1998.36,17
3,"2021-04-10 15:57:00",18,100586,9839,0.0,9839.0,"Bank Transfer",1672.63,11511.63,98
4,"2021-04-27 14:21:00",17,101019,227905,0.0,227905.0,"Cash",38743.85,266648.85,2279
5,"2021-04-09 19:40:00",2,100642,38012,5701.8,32310.2,"Mobile Wallet",5492.73,37802.93,323
6,"2021-04-16 20:23:00",17,101137,24266,2426.6,21839.4,"Mobile Wallet",3712.7,25552.1,218
7,"2021-04-21 18:53:00",12,100843,2638,0.0,2638.0,"Cash",448.46,3086.46,26
8,"2021-04-13 17:18:00",4,100095,4995,0.0,4995.0,"Credit Card",849.15,5844.15,49
9,"2021-04-23 18:02:00",10,100703,260622,0.0,260622.0,"Cash",44305.74,304927.74,2606
10,"2021-04-20 17:43:00",13,101121,1656,0.0,1656.0,"Mobile Wallet",281.52,1937.52,16
11,"2021-04-17 11:34:00",19,100841,7065,353.25,6711.75,"Debit Card",1141.0,7852.75,67
12,"2021-04-17 12:12:00",10,100242,153216,22982.4,130233.6,"Bank Transfer",22139.71,152373.31,1302
13,"2021-04-14 16:52:00",6,100405,2661,133.05,2527.95,"Debit Card",429.75,2957.7,25
14,"2021-04-24 17:17:00",12,100182,2506,250.6,2255.4,"Credit Card",383.42,2638.82,22
15,"2021-04-22 11:48:00",13,100028,4038,0.0,4038.0,"Debit Card",686.46,4724.46,40
16,"2021-04-17 18:03:00",12,100406,5316,797.4,4518.6,"Bank Transfer",768.16,5286.76,45
17,"2021-04-03 16:47:00",4,100292,1714,428.5,1285.5,"Bank Transfer",218.54,1504.04,12
18,"2021-04-16 16:28:00",5,100205,19700,0.0,19700.0,"Credit Card",3349.0,23049.0,197
19,"2021-04-28 14:40:00",16,100673,52910,7936.5,44973.5,"Debit Card",7645.5,52619.0,449
20,"2021-04-26 18:47:00",16,100933,39038,0.0,39038.0,"Cash",6636.46,45674.46,390
21,"2021-04-22 12:10:00",12,100678,35418,0.0,35418.0,"Debit Card",6021.06,41439.06,354
22,"2021-04-12 16:31:00",9,100128,2127,0.0,2127.0,"Cash",361.59,2488.59,21
23,"2021-04-14 20:47:00",8,100043,19830,0.0,19830.0,"Debit Card",3371.1,23201.1,198
24,"2021-04-22 10:39:00",13,101114,1267,0.0,1267.0,"Debit Card",215.39,1482.39,12
25,"2021-04-16 20:43:00",9,101184,4453,0.0,4453.0,"Debit Card",757.01,5210.01,44
26,"2021-04-21 20:58:00",14,100589,1895,189.5,1705.5,"Mobile Wallet",289.94,1995.44,17
27,"2021-04-23 19:23:00",7,101014,41987,0.0,41987.0,"Credit Card",7137.79,49124.79,419
28,"2021-04-23 20:07:00",6,101175,9855,0.0,9855.0,"Cash",1675.35,11530.35,98
29,"2021-04-24 09:03:00",18,100297,69402,0.0,69402.0,"Bank Transfer",11798.34,81200.34,694
30,"2021-04-30 19:27:00",14,100334,2304,230.4,2073.6,"Mobile Wallet",352.51,2426.11,20
31,"2021-04-13 14:22:00",19,100847,37703,0.0,37703.0,"Credit Card",6409.51,44112.51,377
32,"2021-04-10 19:21:00",17,100677,1745,87.25,1657.75,"Bank Transfer",281.82,1939.57,16
33,"2021-04-10 11:50:00",4,100817,458,0.0,458.0,"Credit Card",77.86,535.86,4
34,"2021-04-13 14:57:00",9,100086,2014,100.7,1913.3,"Debit Card",325.26,2238.56,19
35,"2021-04-17 10:52:00",14,100818,214899,0.0,214899.0,"Bank Transfer",36532.83,251431.83,2148
