"sale_id","sale_datetime","store_id","customer_id","total_amount","discount_amount","final_amount","payment_method","tax_amount","net_amount","loyalty_points_earned"
1,"2022-11-18 15:15:00",12,100701,5708,0.0,5708.0,"Debit Card",970.36,6678.36,57
2,"2022-11-20 18:55:00",15,100328,4434,0.0,4434.0,"Cash",753.78,5187.78,44
3,"2022-11-28 19:08:00",7,101378,70190,0.0,70190.0,"Mobile Wallet",11932.3,82122.3,701
4,"2022-11-17 18:12:00",4,100902,68400,6840.0,61560.0,"Credit Card",10465.2,72025.2,615
5,"2022-11-04 15:39:00",2,100811,4256,0.0,4256.0,"Cash",723.52,4979.52,42
6,"2022-11-08 12:43:00",10,101343,199,29.85,169.15,"Debit Card",28.76,197.91,1
7,"2022-11-28 19:18:00",17,101284,330,0.0,330.0,"Cash",56.1,386.1,3
8,"2022-11-14 10:33:00",18,100556,8204,0.0,8204.0,"Cash",1394.68,9598.68,82
9,"2022-11-18 15:40:00",16,100317,21004,1050.2,19953.8,"Mobile Wallet",3392.15,23345.95,199
10,"2022-11-18 12:36:00",3,101129,3283,0.0,3283.0,"Mobile Wallet",558.11,3841.11,32
11,"2022-11-19 19:59:00",19,100557,629,0.0,629.0,"Credit Card",106.93,735.93,6
12,"2022-11-12 18:05:00",3,100933,58613,0.0,58613.0,"Mobile Wallet",9964.21,68577.21,586
13,"2022-11-07 19:15:00",12,101342,8421,421.05,7999.95,"Bank Transfer",1359.99,9359.94,79
14,"2022-11-29 12:59:00",12,100964,476,0.0,476.0,"Mobile Wallet",80.92,556.92,4
15,"2022-11-02 17:53:00",4,100996,21420,0.0,21420.0,"Debit Card",3641.4,25061.4,214
16,"2022-11-03 18:00:00",3,100554,1300,0.0,1300.0,"Cash",221.0,1521.0,13
17,"2022-11-06 19:39:00",11,101314,3336,0.0,3336.0,"Bank Transfer",567.12,3903.12,33
18,"2022-11-17 11:16:00",15,101408,1900,0.0,1900.0,"Mobile Wallet",323.0,2223.0,19
19,"2022-11-10 15:40:00",4,100748,3074,307.4,2766.6,"Credit Card",470.32,3236.92,27
20,"2022-11-28 14:21:00",1,100786,4999,749.85,4249.15,"Debit Card",722.36,4971.51,42
21,"2022-11-30 18:28:00",1,100071,62783,9417.45,53365.55,"Mobile Wallet",9072.14,62437.69,533
22,"2022-11-25 14:02:00",16,101432,5413,270.65,5142.35,"Debit Card",874.2,6016.55,51
23,"2022-11-14 16:15:00",13,101095,1807,271.05,1535.95,"Credit Card",261.11,1797.06,15
24,"2022-11-11 17:35:00",3,101231,578,57.8,520.2,"Debit Card",88.43,608.63,5
25,"2022-11-27 20:29:00",3,101374,2560,0.0,2560.0,"Debit Card",435.2,2995.2,25
26,"2022-11-15 18:18:00",5,100717,15777,788.85,14988.15,"Mobile Wallet",2547.99,17536.14,149
27,"2022-11-12 16:58:00",8,101261,206404,0.0,206404.0,"Credit Card",35088.68,241492.68,2064
28,"2022-11-24 13:27:00",13,100584,2025,0.0,2025.0,"Cash",344.25,2369.25,20
29,"2022-11-24 17:17:00",12,101186,1328,66.4,1261.6,"Debit Card",214.47,1476.07,12
30,"2022-11-12 16:33:00",14,100114,160,0.0,160.0,"Debit Card",27.2,187.2,1
31,"2022-11-24 18:42:00",16,101267,1015,0.0,1015.0,"Bank Transfer",172.55,1187.55,10
32,"2022-11-11 18:14:00",10,100160,12432,0.0,12432.0,"Cash",2113.44,14545.44,124
33,"2022-11-30 12:55:00",3,101101,8466,0.0,8466.0,"Debit Card",1439.22,9905.22,84
