"sale_item_id","sale_id","product_id","quantity","unit_price","total_price","sale_date"
1,1,21,4,75,300,"2022-05-22"
2,1,48,1,19000,19000,"2022-05-22"
3,1,89,1,350,350,"2022-05-22"
4,1,13,4,520,2080,"2022-05-22"
5,1,102,2,15,30,"2022-05-22"
6,1,13,2,520,1040,"2022-05-22"
7,2,129,3,1400,4200,"2022-05-14"
8,2,8,1,545,545,"2022-05-14"
9,2,79,1,619,619,"2022-05-14"
10,2,135,3,89,267,"2022-05-14"
11,3,146,1,1100,1100,"2022-05-18"
12,3,63,5,1019,5095,"2022-05-18"
13,3,48,5,19000,95000,"2022-05-18"
14,3,53,2,1120,2240,"2022-05-18"
15,3,44,1,66900,66900,"2022-05-18"
16,4,48,3,19000,57000,"2022-05-10"
17,4,80,2,549,1098,"2022-05-10"
18,4,30,3,409,1227,"2022-05-10"
19,4,135,2,89,178,"2022-05-10"
20,5,100,2,49,98,"2022-05-10"
21,5,101,2,139,278,"2022-05-10"
22,5,97,1,99,99,"2022-05-10"
23,5,53,2,1120,2240,"2022-05-10"
24,5,99,2,29,58,"2022-05-10"
25,5,133,2,5439,10878,"2022-05-10"
26,5,84,1,75,75,"2022-05-10"
27,6,98,1,115,115,"2022-05-12"
28,6,52,1,425,425,"2022-05-12"
29,6,53,1,1120,1120,"2022-05-12"
30,6,7,5,524,2620,"2022-05-12"
31,6,105,2,29,58,"2022-05-12"
32,7,42,1,52500,52500,"2022-05-01"
33,7,90,2,270,540,"2022-05-01"
34,7,136,4,29,116,"2022-05-01"
35,8,97,2,99,198,"2022-05-14"
36,8,112,1,85,85,"2022-05-14"
37,8,78,3,229,687,"2022-05-14"
38,8,1,2,527,1054,"2022-05-14"
39,8,70,1,279,279,"2022-05-14"
40,8,2,1,670,670,"2022-05-14"
41,9,1,2,527,1054,"2022-05-03"
42,9,78,2,229,458,"2022-05-03"
43,9,115,5,175,875,"2022-05-03"
44,9,11,1,600,600,"2022-05-03"
45,10,129,4,1400,5600,"2022-05-21"
46,10,84,2,75,150,"2022-05-21"
47,10,92,3,379,1137,"2022-05-21"
48,10,101,2,139,278,"2022-05-21"
49,10,63,1,1019,1019,"2022-05-21"
50,10,68,2,170,340,"2022-05-21"
51,11,143,1,2000,2000,"2022-05-14"
52,11,83,1,189,189,"2022-05-14"
53,11,102,2,15,30,"2022-05-14"
54,11,17,1,1379,1379,"2022-05-14"
55,11,49,2,13000,26000,"2022-05-14"
56,12,83,5,189,945,"2022-05-06"
57,12,10,5,481,2405,"2022-05-06"
58,13,115,1,175,175,"2022-05-18"
59,13,137,4,90,360,"2022-05-18"
60,13,137,2,90,180,"2022-05-18"
61,13,77,1,119,119,"2022-05-18"
62,13,113,1,179,179,"2022-05-18"
63,13,56,4,1165,4660,"2022-05-18"
64,13,57,2,995,1990,"2022-05-18"
65,13,48,2,19000,38000,"2022-05-18"
66,14,73,5,369,1845,"2022-05-04"
67,14,63,2,1019,2038,"2022-05-04"
68,14,65,3,150,450,"2022-05-04"
69,14,92,2,379,758,"2022-05-04"
70,14,8,1,545,545,"2022-05-04"
71,14,37,1,415,415,"2022-05-04"
72,14,33,1,765,765,"2022-05-04"
73,15,62,1,545,545,"2022-05-06"
74,15,22,2,67,134,"2022-05-06"
75,16,94,1,19,19,"2022-05-09"
76,16,146,1,1100,1100,"2022-05-09"
77,16,107,3,450,1350,"2022-05-09"
78,16,124,1,239,239,"2022-05-09"
79,17,15,1,599,599,"2022-05-14"
80,17,72,1,289,289,"2022-05-14"
81,17,46,3,18900,56700,"2022-05-14"
82,17,4,3,589,1767,"2022-05-14"
83,17,98,4,115,460,"2022-05-14"
84,17,103,2,39,78,"2022-05-14"
85,17,75,1,199,199,"2022-05-14"
86,17,94,1,19,19,"2022-05-14"
87,18,43,1,20000,20000,"2022-05-15"
88,18,45,1,51500,51500,"2022-05-15"
89,18,104,3,35,105,"2022-05-15"
90,18,87,1,270,270,"2022-05-15"
91,18,151,2,250,500,"2022-05-15"
92,18,53,1,1120,1120,"2022-05-15"
93,19,152,3,180,540,"2022-05-11"
94,19,150,1,4500,4500,"2022-05-11"
95,19,121,1,179,179,"2022-05-11"
96,19,48,2,19000,38000,"2022-05-11"
97,19,15,3,599,1797,"2022-05-11"
98,20,133,1,5439,5439,"2022-05-25"
99,20,128,5,400,2000,"2022-05-25"
100,20,37,1,415,415,"2022-05-25"
101,20,106,2,400,800,"2022-05-25"
102,20,137,1,90,90,"2022-05-25"
103,21,139,3,109,327,"2022-05-26"
104,21,52,1,425,425,"2022-05-26"
105,21,27,3,169,507,"2022-05-26"
106,21,31,2,335,670,"2022-05-26"
107,21,116,4,179,716,"2022-05-26"
108,21,74,4,469,1876,"2022-05-26"
109,21,113,1,179,179,"2022-05-26"
110,21,138,3,45,135,"2022-05-26"
111,21,26,5,85,425,"2022-05-26"
112,22,90,3,270,810,"2022-05-29"
113,22,15,5,599,2995,"2022-05-29"
114,23,24,5,825,4125,"2022-05-22"
115,23,147,1,900,900,"2022-05-22"
116,24,89,2,350,700,"2022-05-15"
117,24,55,1,280,280,"2022-05-15"
118,24,37,5,415,2075,"2022-05-15"
