"inventory_id","store_id","product_id","quantity","min_stock_level","last_restock_date","next_restock_date","month","year"
1,1,1,83,20,"2021-04-29","2021-05-14",5,2021
2,1,2,62,26,"2021-04-10","2021-05-03",5,2021
3,1,3,190,31,"2021-04-03","2021-05-01",5,2021
4,1,4,110,47,"2021-04-27","2021-05-07",5,2021
5,1,5,132,21,"2021-04-15","2021-05-05",5,2021
6,1,6,156,19,"2021-04-01","2021-05-07",5,2021
7,1,7,130,41,"2021-04-17","2021-05-09",5,2021
8,1,8,81,45,"2021-04-23","2021-05-11",5,2021
9,1,9,77,19,"2021-04-01","2021-05-07",5,2021
10,1,10,159,14,"2021-04-18","2021-05-09",5,2021
11,1,11,7,30,"2021-04-19","2021-05-03",5,2021
12,1,12,122,29,"2021-04-21","2021-05-05",5,2021
13,1,13,78,11,"2021-04-09","2021-05-12",5,2021
14,1,14,17,20,"2021-04-02","2021-05-15",5,2021
15,1,15,150,39,"2021-04-15","2021-05-13",5,2021
16,1,16,66,10,"2021-04-20","2021-05-08",5,2021
17,1,17,146,40,"2021-04-18","2021-05-14",5,2021
18,1,18,128,51,"2021-04-30","2021-05-03",5,2021
19,1,19,42,56,"2021-04-17","2021-05-07",5,2021
20,1,20,40,45,"2021-04-04","2021-05-14",5,2021
21,1,21,39,36,"2021-04-24","2021-05-03",5,2021
22,1,22,79,44,"2021-04-21","2021-05-07",5,2021
23,1,23,48,31,"2021-04-07","2021-05-02",5,2021
24,1,24,64,48,"2021-04-06","2021-05-15",5,2021
25,1,25,32,58,"2021-04-01","2021-05-13",5,2021
26,1,26,159,23,"2021-04-15","2021-05-06",5,2021
27,1,27,87,34,"2021-04-29","2021-05-06",5,2021
28,1,28,107,45,"2021-04-27","2021-05-07",5,2021
29,1,29,185,45,"2021-04-03","2021-05-03",5,2021
30,1,30,47,37,"2021-04-09","2021-05-03",5,2021
31,1,31,102,14,"2021-04-28","2021-05-08",5,2021
32,1,32,77,20,"2021-04-23","2021-05-12",5,2021
33,1,33,174,45,"2021-04-08","2021-05-13",5,2021
34,1,34,59,45,"2021-04-08","2021-05-13",5,2021
35,1,35,29,12,"2021-04-04","2021-05-03",5,2021
36,1,36,121,43,"2021-04-14","2021-05-14",5,2021
37,1,37,52,23,"2021-04-08","2021-05-12",5,2021
38,1,38,56,35,"2021-04-22","2021-05-07",5,2021
39,1,39,172,47,"2021-04-01","2021-05-08",5,2021
40,1,40,12,28,"2021-04-24","2021-05-09",5,2021
41,1,41,144,47,"2021-04-16","2021-05-09",5,2021
42,1,42,2,29,"2021-04-17","2021-05-12",5,2021
43,1,43,164,21,"2021-04-23","2021-05-08",5,2021
44,1,44,2,47,"2021-04-17","2021-05-01",5,2021
45,1,45,83,32,"2021-04-08","2021-05-07",5,2021
46,1,46,173,42,"2021-04-26","2021-05-08",5,2021
47,1,47,191,37,"2021-04-25","2021-05-10",5,2021
48,1,48,10,35,"2021-04-30","2021-05-14",5,2021
49,1,49,142,26,"2021-04-02","2021-05-06",5,2021
50,1,50,134,23,"2021-04-21","2021-05-13",5,2021
51,1,51,8,25,"2021-04-18","2021-05-02",5,2021
52,1,52,89,43,"2021-04-09","2021-05-11",5,2021
53,1,53,197,32,"2021-04-11","2021-05-07",5,2021
54,1,54,181,28,"2021-04-27","2021-05-12",5,2021
55,1,55,72,46,"2021-04-11","2021-05-09",5,2021
56,1,56,59,14,"2021-04-24","2021-05-04",5,2021
57,1,57,47,49,"2021-04-07","2021-05-02",5,2021
58,1,58,129,21,"2021-04-27","2021-05-05",5,2021
59,1,59,164,26,"2021-04-17","2021-05-15",5,2021
60,1,60,44,48,"2021-04-17","2021-05-02",5,2021
61,1,61,122,19,"2021-04-20","2021-05-15",5,2021
62,1,62,60,28,"2021-04-26","2021-05-05",5,2021
63,1,63,122,44,"2021-04-03","2021-05-12",5,2021
64,1,64,192,35,"2021-04-23","2021-05-03",5,2021
65,1,65,135,30,"2021-04-30","2021-05-03",5,2021
66,1,66,13,22,"2021-04-05","2021-05-12",5,2021
67,1,67,56,44,"2021-04-15","2021-05-12",5,2021
68,1,68,191,47,"2021-04-16","2021-05-13",5,2021
69,1,69,88,31,"2021-04-22","2021-05-07",5,2021
70,1,70,172,42,"2021-04-08","2021-05-15",5,2021
71,1,71,63,42,"2021-04-23","2021-05-08",5,2021
72,1,72,124,40,"2021-04-20","2021-05-07",5,2021
