"sale_id","sale_datetime","store_id","customer_id","total_amount","discount_amount","final_amount","payment_method","tax_amount","net_amount","loyalty_points_earned"
1,"2021-05-21 11:18:00",10,100878,2325,0.0,2325.0,"Bank Transfer",395.25,2720.25,23
2,"2021-05-21 17:24:00",8,100458,4571,457.1,4113.9,"Cash",699.36,4813.26,41
3,"2021-05-05 19:12:00",11,100313,618,0.0,618.0,"Credit Card",105.06,723.06,6
4,"2021-05-21 11:03:00",2,100093,3588,0.0,3588.0,"Cash",609.96,4197.96,35
5,"2021-05-27 18:11:00",14,100395,3416,0.0,3416.0,"Bank Transfer",580.72,3996.72,34
6,"2021-05-12 18:28:00",9,100412,49607,4960.7,44646.3,"Bank Transfer",7589.87,52236.17,446
7,"2021-05-08 17:25:00",11,101104,79945,0.0,79945.0,"Cash",13590.65,93535.65,799
8,"2021-05-09 19:55:00",1,100165,2231,0.0,2231.0,"Mobile Wallet",379.27,2610.27,22
9,"2021-05-21 16:44:00",18,101202,4046,606.9,3439.1,"Credit Card",584.65,4023.75,34
10,"2021-05-16 15:26:00",3,100385,8756,0.0,8756.0,"Cash",1488.52,10244.52,87
11,"2021-05-30 17:25:00",17,100581,22194,0.0,22194.0,"Bank Transfer",3772.98,25966.98,221
12,"2021-05-07 19:39:00",4,100577,1341,134.1,1206.9,"Credit Card",205.17,1412.07,12
13,"2021-05-29 19:55:00",4,100472,14018,0.0,14018.0,"Credit Card",2383.06,16401.06,140
14,"2021-05-24 16:16:00",13,100357,3615,542.25,3072.75,"Mobile Wallet",522.37,3595.12,30
15,"2021-05-11 19:38:00",10,100364,342341,34234.1,308106.9,"Debit Card",52378.17,360485.07,3081
16,"2021-05-15 14:15:00",16,100825,3887,0.0,3887.0,"Bank Transfer",660.79,4547.79,38
17,"2021-05-07 19:35:00",16,100809,44613,4461.3,40151.7,"Bank Transfer",6825.79,46977.49,401
18,"2021-05-17 17:51:00",16,100269,81687,4084.35,77602.65,"Cash",13192.45,90795.1,776
19,"2021-05-28 12:45:00",8,100214,3806,380.6,3425.4,"Debit Card",582.32,4007.72,34
20,"2021-05-26 19:28:00",9,100730,14043,2106.45,11936.55,"Mobile Wallet",2029.21,13965.76,119
21,"2021-05-21 19:55:00",13,100070,48679,4867.9,43811.1,"Debit Card",7447.89,51258.99,438
22,"2021-05-08 19:05:00",6,100380,20700,3105.0,17595.0,"Debit Card",2991.15,20586.15,175
23,"2021-05-05 17:53:00",11,100024,4669,0.0,4669.0,"Cash",793.73,5462.73,46
24,"2021-05-16 13:58:00",16,101157,4629,0.0,4629.0,"Bank Transfer",786.93,5415.93,46
25,"2021-05-07 16:11:00",8,100415,1640,246.0,1394.0,"Credit Card",236.98,1630.98,13
26,"2021-05-24 09:03:00",17,100415,28958,4343.7,24614.3,"Debit Card",4184.43,28798.73,246
27,"2021-05-26 12:34:00",17,100235,263519,0.0,263519.0,"Cash",44798.23,308317.23,2635
28,"2021-05-17 18:29:00",13,100186,4672,700.8,3971.2,"Bank Transfer",675.1,4646.3,39
29,"2021-05-07 16:02:00",13,100834,2810,281.0,2529.0,"Debit Card",429.93,2958.93,25
30,"2021-05-27 19:35:00",7,100283,16504,1650.4,14853.6,"Cash",2525.11,17378.71,148
31,"2021-05-21 20:58:00",10,100210,5200,1300.0,3900.0,"Bank Transfer",663.0,4563.0,39
32,"2021-05-02 09:42:00",8,100286,575,0.0,575.0,"Mobile Wallet",97.75,672.75,5
33,"2021-05-28 20:26:00",6,100792,23388,0.0,23388.0,"Mobile Wallet",3975.96,27363.96,233
34,"2021-05-08 18:08:00",5,100125,1468,0.0,1468.0,"Debit Card",249.56,1717.56,14
35,"2021-05-28 18:47:00",12,100366,1631,0.0,1631.0,"Mobile Wallet",277.27,1908.27,16
36,"2021-05-10 17:15:00",9,100357,4660,0.0,4660.0,"Bank Transfer",792.2,5452.2,46
37,"2021-05-28 10:49:00",11,101118,6130,0.0,6130.0,"Mobile Wallet",1042.1,7172.1,61
38,"2021-05-22 16:00:00",16,100745,47293,7093.95,40199.05,"Bank Transfer",6833.84,47032.89,401
39,"2021-05-14 20:03:00",1,100472,2959,147.95,2811.05,"Cash",477.88,3288.93,28
40,"2021-05-21 12:13:00",10,100169,194972,0.0,194972.0,"Mobile Wallet",33145.24,228117.24,1949
41,"2021-05-29 11:34:00",1,100556,4369,0.0,4369.0,"Cash",742.73,5111.73,43
42,"2021-05-21 20:45:00",15,100708,682,0.0,682.0,"Cash",115.94,797.94,6
43,"2021-05-21 19:09:00",5,100073,43095,0.0,43095.0,"Debit Card",7326.15,50421.15,430
44,"2021-05-23 16:12:00",17,100356,28745,2874.5,25870.5,"Bank Transfer",4397.99,30268.48,258
45,"2021-05-21 12:44:00",4,100481,3958,791.6,3166.4,"Cash",538.29,3704.69,31
46,"2021-05-21 10:54:00",8,101001,54741,8211.15,46529.85,"Bank Transfer",7910.07,54439.92,465
47,"2021-05-17 16:55:00",3,100435,708,0.0,708.0,"Bank Transfer",120.36,828.36,7
48,"2021-05-21 16:37:00",10,100103,2240,112.0,2128.0,"Bank Transfer",361.76,2489.76,21
49,"2021-05-25 15:22:00",9,100554,1200,180.0,1020.0,"Credit Card",173.4,1193.4,10
50,"2021-05-14 15:35:00",9,100265,2651,265.1,2385.9,"Debit Card",405.6,2791.5,23
51,"2021-05-17 13:23:00",9,100589,2446,0.0,2446.0,"Cash",415.82,2861.82,24
52,"2021-05-15 16:31:00",15,100227,5178,0.0,5178.0,"Mobile Wallet",880.26,6058.26,51
53,"2021-05-18 20:17:00",5,100183,3121,0.0,3121.0,"Credit Card",530.57,3651.57,31
54,"2021-05-07 15:20:00",12,100829,97712,0.0,97712.0,"Cash",16611.04,114323.04,977
55,"2021-05-01 19:11:00",7,100164,203500,40700.0,162800.0,"Credit Card",27676.0,190476.0,1628
56,"2021-05-28 16:25:00",12,100896,7770,0.0,7770.0,"Mobile Wallet",1320.9,9090.9,77
57,"2021-05-07 13:07:00",16,100027,1610,80.5,1529.5,"Cash",260.02,1789.52,15
58,"2021-05-02 19:46:00",3,100192,11051,0.0,11051.0,"Bank Transfer",1878.67,12929.67,110
59,"2021-05-14 15:46:00",12,100751,1178,0.0,1178.0,"Mobile Wallet",200.26,1378.26,11
60,"2021-05-23 20:58:00",18,100867,204759,0.0,204759.0,"Mobile Wallet",34809.03,239568.03,2047
61,"2021-05-29 17:08:00",1,100992,2653,0.0,2653.0,"Bank Transfer",451.01,3104.01,26
62,"2021-05-14 19:04:00",19,100938,4920,0.0,4920.0,"Bank Transfer",836.4,5756.4,49
63,"2021-05-06 11:15:00",17,100061,1288,64.4,1223.6,"Mobile Wallet",208.01,1431.61,12
