"sale_id","sale_datetime","store_id","customer_id","total_amount","discount_amount","final_amount","payment_method","tax_amount","net_amount","loyalty_points_earned"
1,"2022-08-06 16:38:00",18,100826,4564,684.6,3879.4,"Mobile Wallet",659.5,4538.9,38
2,"2022-08-10 18:12:00",6,100451,1961,0.0,1961.0,"Mobile Wallet",333.37,2294.37,19
3,"2022-08-13 17:43:00",5,100496,6393,958.95,5434.05,"Cash",923.79,6357.84,54
4,"2022-08-23 17:22:00",4,100514,4539,0.0,4539.0,"Debit Card",771.63,5310.63,45
5,"2022-08-20 15:11:00",13,101284,27105,0.0,27105.0,"Mobile Wallet",4607.85,31712.85,271
6,"2022-08-20 12:47:00",18,100247,6424,0.0,6424.0,"Debit Card",1092.08,7516.08,64
7,"2022-08-29 14:56:00",19,101358,18255,0.0,18255.0,"Mobile Wallet",3103.35,21358.35,182
8,"2022-08-31 18:40:00",3,100127,72448,0.0,72448.0,"Cash",12316.16,84764.16,724
9,"2022-08-02 18:40:00",13,100874,9337,0.0,9337.0,"Bank Transfer",1587.29,10924.29,93
10,"2022-08-30 17:39:00",6,100037,2629,0.0,2629.0,"Credit Card",446.93,3075.93,26
11,"2022-08-17 09:08:00",13,101393,810,81.0,729.0,"Mobile Wallet",123.93,852.93,7
12,"2022-08-18 17:44:00",19,100703,286,14.3,271.7,"Bank Transfer",46.19,317.89,2
13,"2022-08-12 18:56:00",4,100112,21042,4208.4,16833.6,"Bank Transfer",2861.71,19695.31,168
14,"2022-08-20 12:13:00",11,101061,8195,0.0,8195.0,"Debit Card",1393.15,9588.15,81
15,"2022-08-05 18:10:00",6,100094,67307,0.0,67307.0,"Cash",11442.19,78749.19,673
16,"2022-08-26 20:03:00",8,100725,3645,182.25,3462.75,"Mobile Wallet",588.67,4051.42,34
17,"2022-08-31 18:23:00",2,100404,62308,0.0,62308.0,"Cash",10592.36,72900.36,623
18,"2022-08-08 14:27:00",3,100016,1047,0.0,1047.0,"Debit Card",177.99,1224.99,10
19,"2022-08-06 19:46:00",9,100054,16588,1658.8,14929.2,"Bank Transfer",2537.96,17467.16,149
20,"2022-08-10 11:05:00",10,100668,2747,274.7,2472.3,"Mobile Wallet",420.29,2892.59,24
21,"2022-08-10 16:23:00",13,100030,19688,0.0,19688.0,"Debit Card",3346.96,23034.96,196
22,"2022-08-08 09:28:00",6,101338,43269,8653.8,34615.2,"Credit Card",5884.58,40499.78,346
23,"2022-08-13 11:53:00",8,100360,10717,0.0,10717.0,"Bank Transfer",1821.89,12538.89,107
24,"2022-08-14 14:20:00",17,100048,51740,5174.0,46566.0,"Bank Transfer",7916.22,54482.22,465
25,"2022-08-11 16:46:00",4,100109,895,0.0,895.0,"Debit Card",152.15,1047.15,8
26,"2022-08-23 17:53:00",3,100633,8548,0.0,8548.0,"Bank Transfer",1453.16,10001.16,85
27,"2022-08-08 20:05:00",6,101217,21914,0.0,21914.0,"Credit Card",3725.38,25639.38,219
28,"2022-08-02 17:07:00",12,101035,38900,0.0,38900.0,"Mobile Wallet",6613.0,45513.0,389
29,"2022-08-19 18:10:00",14,101025,22067,4413.4,17653.6,"Cash",3001.11,20654.71,176
30,"2022-08-05 15:39:00",1,100846,10682,0.0,10682.0,"Mobile Wallet",1815.94,12497.94,106
31,"2022-08-17 18:36:00",19,100342,11035,0.0,11035.0,"Mobile Wallet",1875.95,12910.95,110
32,"2022-08-18 14:34:00",5,100458,1115,167.25,947.75,"Debit Card",161.12,1108.87,9
33,"2022-08-03 18:29:00",3,100202,172773,0.0,172773.0,"Cash",29371.41,202144.41,1727
34,"2022-08-26 10:02:00",18,101392,22598,2259.8,20338.2,"Credit Card",3457.49,23795.69,203
35,"2022-08-25 19:32:00",15,100557,3417,0.0,3417.0,"Credit Card",580.89,3997.89,34
36,"2022-08-12 15:12:00",16,100932,2379,0.0,2379.0,"Debit Card",404.43,2783.43,23
37,"2022-08-14 13:22:00",11,100090,26372,0.0,26372.0,"Mobile Wallet",4483.24,30855.24,263
38,"2022-08-20 15:06:00",19,100647,19416,0.0,19416.0,"Bank Transfer",3300.72,22716.72,194
39,"2022-08-23 17:07:00",5,101245,2767,0.0,2767.0,"Mobile Wallet",470.39,3237.39,27
40,"2022-08-05 12:37:00",12,100935,3768,753.6,3014.4,"Bank Transfer",512.45,3526.85,30
41,"2022-08-16 20:56:00",14,100707,3058,152.9,2905.1,"Debit Card",493.87,3398.97,29
42,"2022-08-24 10:34:00",13,100536,2176,108.8,2067.2,"Mobile Wallet",351.42,2418.62,20
43,"2022-08-20 13:57:00",2,100648,8411,0.0,8411.0,"Bank Transfer",1429.87,9840.87,84
44,"2022-08-10 12:30:00",15,100985,30720,3072.0,27648.0,"Cash",4700.16,32348.16,276
45,"2022-08-15 11:28:00",2,101053,29000,4350.0,24650.0,"Cash",4190.5,28840.5,246
46,"2022-08-05 17:55:00",8,101053,1529,0.0,1529.0,"Mobile Wallet",259.93,1788.93,15
47,"2022-08-28 19:07:00",18,100872,4675,0.0,4675.0,"Credit Card",794.75,5469.75,46
48,"2022-08-24 13:23:00",8,100064,7202,0.0,7202.0,"Debit Card",1224.34,8426.34,72
49,"2022-08-09 15:54:00",17,100756,275,0.0,275.0,"Mobile Wallet",46.75,321.75,2
50,"2022-08-24 20:11:00",7,101304,40995,0.0,40995.0,"Credit Card",6969.15,47964.15,409
51,"2022-08-13 12:30:00",18,100359,279,0.0,279.0,"Debit Card",47.43,326.43,2
52,"2022-08-11 13:02:00",3,101099,27015,0.0,27015.0,"Debit Card",4592.55,31607.55,270
53,"2022-08-25 12:31:00",8,100733,3115,0.0,3115.0,"Debit Card",529.55,3644.55,31
54,"2022-08-18 11:44:00",13,100349,15055,0.0,15055.0,"Mobile Wallet",2559.35,17614.35,150
55,"2022-08-27 09:37:00",18,100668,1423,0.0,1423.0,"Bank Transfer",241.91,1664.91,14
56,"2022-08-04 20:21:00",7,100070,6273,0.0,6273.0,"Credit Card",1066.41,7339.41,62
57,"2022-08-27 10:51:00",14,100766,1543,0.0,1543.0,"Mobile Wallet",262.31,1805.31,15
58,"2022-08-16 16:50:00",17,101031,3907,0.0,3907.0,"Credit Card",664.19,4571.19,39
59,"2022-08-03 12:06:00",13,101374,9016,0.0,9016.0,"Mobile Wallet",1532.72,10548.72,90
60,"2022-08-17 12:10:00",10,100024,4610,0.0,4610.0,"Debit Card",783.7,5393.7,46
61,"2022-08-27 10:57:00",4,101126,16710,0.0,16710.0,"Credit Card",2840.7,19550.7,167
62,"2022-08-31 19:25:00",13,100345,6280,0.0,6280.0,"Credit Card",1067.6,7347.6,62
63,"2022-08-20 11:26:00",15,100456,16142,807.1,15334.9,"Debit Card",2606.93,17941.83,153
64,"2022-08-10 16:27:00",17,101040,580,0.0,580.0,"Cash",98.6,678.6,5
65,"2022-08-30 19:45:00",19,100336,5732,286.6,5445.4,"Debit Card",925.72,6371.12,54
66,"2022-08-20 15:53:00",19,100195,5392,1078.4,4313.6,"Mobile Wallet",733.31,5046.91,43
67,"2022-08-24 09:49:00",3,100097,138762,6938.1,131823.9,"Cash",22410.06,154233.96,1318
68,"2022-08-08 17:40:00",8,101304,5449,0.0,5449.0,"Credit Card",926.33,6375.33,54
69,"2022-08-30 12:56:00",14,100447,30451,0.0,30451.0,"Credit Card",5176.67,35627.67,304
70,"2022-08-15 15:28:00",2,100778,3187,318.7,2868.3,"Debit Card",487.61,3355.91,28
71,"2022-08-25 18:50:00",17,100341,6578,328.9,6249.1,"Mobile Wallet",1062.35,7311.45,62
72,"2022-08-03 11:32:00",9,100506,2801,420.15,2380.85,"Bank Transfer",404.74,2785.59,23
73,"2022-08-11 20:55:00",14,100662,2045,0.0,2045.0,"Credit Card",347.65,2392.65,20
74,"2022-08-13 16:55:00",3,100668,2507,0.0,2507.0,"Cash",426.19,2933.19,25
75,"2022-08-02 18:50:00",14,100886,1145,114.5,1030.5,"Debit Card",175.18,1205.68,10
76,"2022-08-31 20:58:00",7,100608,17986,899.3,17086.7,"Debit Card",2904.74,19991.44,170
77,"2022-08-05 11:47:00",13,101222,9469,0.0,9469.0,"Debit Card",1609.73,11078.73,94
78,"2022-08-31 17:10:00",9,100397,58335,8750.25,49584.75,"Bank Transfer",8429.41,58014.16,495
79,"2022-08-08 09:26:00",1,100875,5239,785.85,4453.15,"Mobile Wallet",757.04,5210.19,44
80,"2022-08-19 16:57:00",19,101143,4170,0.0,4170.0,"Debit Card",708.9,4878.9,41
81,"2022-08-25 18:35:00",2,101378,3564,0.0,3564.0,"Credit Card",605.88,4169.88,35
82,"2022-08-22 12:25:00",3,100924,116089,0.0,116089.0,"Cash",19735.13,135824.13,1160
83,"2022-08-29 17:35:00",6,100467,1350,135.0,1215.0,"Mobile Wallet",206.55,1421.55,12
84,"2022-08-19 11:24:00",11,100875,33472,0.0,33472.0,"Mobile Wallet",5690.24,39162.24,334
85,"2022-08-18 14:54:00",16,100217,2318,463.6,1854.4,"Debit Card",315.25,2169.65,18
86,"2022-08-15 19:08:00",5,100005,21098,0.0,21098.0,"Mobile Wallet",3586.66,24684.66,210
87,"2022-08-09 14:29:00",9,100519,22783,0.0,22783.0,"Credit Card",3873.11,26656.11,227
88,"2022-08-06 15:39:00",4,100960,55950,0.0,55950.0,"Cash",9511.5,65461.5,559
